case_id,duration_days,duration_bucket,is_long,n_events,n_rejections,n_reminders,n_approvals,has_rfp,start_activity,end_activity,starts_with_trip,ends_with_payment,ends_with_reminder,permit_approval_days,approval_to_trip_days,trip_duration_days,decl_to_payment_days,compliance,case:OrganizationalEntity,case:RequestedBudget,case:TotalDeclared,case:Overspent,budget_utilisation,variant_rank
travel permit 29946,28.031122685185185,short,0,14,2,0,5,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,3.8180555555555555,5.482719907407407,3.0,9.822847222222222,compliant,organizational unit 65458,1400.9592462000815,1326.688660622759,1,0.9469859057079842,101
travel permit 29960,48.047523148148144,short,0,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,7.536469907407407,17.78097222222222,6.0,13.040127314814814,compliant,organizational unit 65458,630.737676188017,723.4296011282627,1,1.1469579643639602,2
travel permit 29972,48.03398148148148,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,2.769212962962963,34.5346875,2.0,7.204027777777778,compliant,organizational unit 65475,663.6619030628231,184.08447592762312,0,0.277376891875316,1
travel permit 29982,19.73005787037037,short,0,12,0,0,6,0,Start trip,Payment Handled,1,1,0,2.804097222222222,0.0,5.0,2.9356828703703703,type_a,organizational unit 65466,1165.0070964339689,1368.7198371277673,1,1.1748596564925256,111
travel permit 29994,35.10439814814815,short,0,13,2,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.7257060185185186,14.648622685185185,1.0,14.067465277777778,compliant,organizational unit 65457,432.2889296518287,61.12876200399384,0,0.14140718813509234,5
travel permit 30007,35.100775462962964,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,1.7584375,13.612268518518519,3.0,5.269212962962963,compliant,organizational unit 65456,1806.1552322605119,457.77134250875304,0,0.25345071914766965,1
travel permit 30017,122.61809027777777,long,1,8,0,2,3,0,Permit SUBMITTED by EMPLOYEE,Send Reminder,0,0,1,2.7459837962962963,0.0,7.0,,type_b,organizational unit 65459,134.88491196537214,0.0,0,0.0,138
travel permit 30023,73.07214120370371,medium,0,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,2.6102314814814815,45.73195601851852,3.0,16.204791666666665,compliant,organizational unit 65461,1005.8345853844665,1203.441537287771,1,1.1964606852604616,2
travel permit 3003,58.133541666666666,medium,0,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,7.622719907407407,24.78096064814815,7.0,15.975011574074074,compliant,organizational unit 65459,280.3352382698223,209.05274637463052,0,0.7457241111209056,2
travel permit 30035,43.149351851851854,short,0,14,2,0,5,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.04798611111111111,25.37105324074074,9.0,6.054988425925926,compliant,organizational unit 65455,722.8321223756054,466.7268486839128,0,0.6456919030521273,1018
travel permit 30049,92.10428240740741,medium,0,18,0,0,9,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,5.996400462962963,45.377743055555555,6.0,0.0,compliant,organizational unit 65455,4489.054043791024,3261.4570592776954,0,0.7265354855303506,206
travel permit 30068,96.08671296296296,medium,0,13,2,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.9643518518518519,71.39233796296297,8.0,15.359282407407408,compliant,organizational unit 65459,1565.7317146822834,1602.3606762829781,1,1.0233941493662133,5
travel permit 30081,151.96118055555556,long,1,19,2,1,6,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.8699305555555555,85.36113425925926,5.0,0.0,compliant,organizational unit 65454,663.8026578388005,812.273300086692,0,1.2236668390742516,198
travel permit 30099,25.729988425925924,short,0,18,4,0,6,0,Start trip,Payment Handled,1,1,0,6.450451388888889,0.0,1.0,10.738368055555556,type_a,organizational unit 65456,390.06442391154803,199.36088031609052,0,0.5110973164814899,1017
travel permit 30118,83.16488425925927,medium,0,16,4,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,2.9158217592592592,57.51900462962963,1.0,17.168877314814814,compliant,organizational unit 65460,905.4989225527308,380.81808312335306,0,0.4205616082344664,19
travel permit 30135,45.16231481481481,short,0,15,0,0,6,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.1269212962962963,29.305405092592594,6.0,0.0,compliant,organizational unit 65454,1940.2380065142409,2197.0685772629945,0,1.132370652407828,7
travel permit 30150,94.09415509259259,medium,0,21,4,0,6,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,11.78994212962963,51.574189814814815,8.0,0.0,compliant,organizational unit 65456,1409.4867339805865,1253.75554612099,0,0.8895121294119669,99
travel permit 3016,51.053344907407414,medium,0,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,1.9588310185185185,27.36435185185185,9.0,7.368043981481481,compliant,organizational unit 65456,2706.8954784378852,3654.654055331798,0,1.3501275111815,42
travel permit 30171,24.082164351851855,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,10.737037037037037,0.0,6.0,10.140925925925925,type_b,organizational unit 65459,349.7175842501824,1227.0770112703647,1,3.5087655483532485,21
travel permit 30181,52.072743055555556,medium,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,4.671666666666667,3.6710185185185185,4.0,35.08783564814815,compliant,organizational unit 65457,1616.3223237680443,825.7056967194719,0,0.5108546015713927,1
travel permit 30191,46.730127314814816,short,0,22,8,0,4,0,Start trip,Payment Handled,1,1,0,8.500925925925927,0.0,5.0,36.1671875,type_a,organizational unit 65456,1013.3855767321102,2050.894894740422,1,2.023805096332626,1016
travel permit 30213,56.04655092592592,medium,0,16,4,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.7212037037037037,13.595289351851852,2.0,7.022824074074074,compliant,organizational unit 65458,342.1547758889335,620.3957190443278,0,1.8132019856584256,19
travel permit 30229,13.730150462962962,short,0,13,2,0,4,0,Start trip,Payment Handled,1,1,0,0.08778935185185185,0.0,1.0,11.329143518518519,type_a,organizational unit 65454,683.3653165101246,1148.1818462481297,1,1.6801874758756776,243
travel permit 30242,125.33168981481481,long,1,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,1.326076388888889,81.27554398148148,0.0,12.307881944444444,compliant,organizational unit 65469,72.45888754527533,102.4478761854504,0,1.4138759185536307,2
travel permit 30254,91.93019675925926,medium,0,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.8691435185185186,63.33100694444445,8.0,16.312048611111113,compliant,organizational unit 65464,1815.4199452721007,2122.9964640908424,1,1.1694244461837953,2
travel permit 30266,119.44578703703705,long,1,7,0,2,2,0,Permit SUBMITTED by EMPLOYEE,Send Reminder,0,0,1,0.6424305555555555,3.552962962962963,1.0,,compliant,organizational unit 65454,104.16136302642441,0.0,0,0.0,3
travel permit 30271,70.14810185185185,medium,0,15,2,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,4.844143518518519,4.573923611111111,13.0,45.92642361111111,compliant,organizational unit 65459,2628.379957955701,2047.484284830904,0,0.7789909821194173,9
travel permit 3028,33.09489583333333,short,0,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,7.583703703703704,0.0,2.0,10.221643518518519,type_b,organizational unit 65464,578.3575590364309,216.64468464797443,0,0.3745860692283749,28
travel permit 30286,83.30956018518519,medium,0,15,0,0,6,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.04909722222222222,64.53032407407407,3.0,0.0,compliant,organizational unit 65455,511.9970586024282,793.0702228410985,0,1.5489741777148118,56
travel permit 30301,117.36074074074075,long,1,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,2.0951157407407406,70.53555555555556,7.0,26.262141203703703,compliant,organizational unit 65456,1503.3688189238158,2368.5217403239303,1,1.5754761642718071,2
travel permit 30313,102.28254629629629,long,1,18,0,0,9,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,6.1450810185185185,59.40731481481482,13.0,0.0,compliant,organizational unit 65459,2042.6705580127682,1312.393398798703,1,0.6424890169638895,996
travel permit 30333,63.28240740740741,medium,0,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,6.771631944444445,31.78074074074074,4.0,17.221412037037037,compliant,organizational unit 65459,1968.750005800384,1667.9025874739584,0,0.8471886133637786,2
travel permit 30346,21.2646875,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,3.9175694444444447,1.6169444444444445,5.0,6.1315277777777775,compliant,organizational unit 65455,285.04375760226276,267.28471499727084,0,0.9376971355051665,1
travel permit 30356,78.33418981481482,medium,0,17,4,1,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.13229166666666667,6.471701388888889,2.0,19.24505787037037,compliant,organizational unit 65464,644.2134744388712,391.99837540715595,0,0.6084914255303306,247
travel permit 30374,1.4583101851851852,short,0,5,0,0,2,0,Start trip,Permit FINAL_APPROVED by SUPERVISOR,1,0,0,1.0406944444444444,0.0,0.0,,type_a,organizational unit 65456,126.77064178360051,0.0,0,0.0,137
travel permit 30379,33.31207175925926,short,0,15,2,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.9378009259259259,3.644201388888889,2.0,6.877662037037037,compliant,organizational unit 65455,647.7920269623834,13.46237254524941,0,0.020781936153763676,158
travel permit 30394,194.3135763888889,long,1,12,0,0,6,1,Permit SUBMITTED by EMPLOYEE,End trip,0,0,0,11.532476851851852,162.78109953703705,20.0,,compliant,organizational unit 65458,1337.1031228419245,279.5761075033115,0,0.2090909090909091,132
travel permit 3040,74.359375,medium,0,19,2,0,7,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,7.096527777777778,38.53283564814815,11.0,0.0,compliant,organizational unit 65454,2193.917098967537,1881.9125922096623,1,0.8577865558800262,995
travel permit 30406,147.76484953703704,long,1,7,0,2,2,0,Permit SUBMITTED by EMPLOYEE,Send Reminder,0,0,1,0.9224768518518518,29.591782407407408,5.0,,compliant,organizational unit 65454,0.0,0.0,0,,3
travel permit 30411,65.52210648148149,medium,0,6,0,0,3,0,Permit SUBMITTED by EMPLOYEE,End trip,0,0,0,11.087615740740741,16.434490740740742,38.0,,compliant,organizational unit 65466,2031.2715754538256,0.0,0,0.0,13
travel permit 30417,59.248136574074074,medium,0,19,0,0,10,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,3.972025462962963,39.5459837962963,4.0,0.0,compliant,organizational unit 65456,5070.8256713440205,612.0840959157724,0,0.1207069884840943,348
travel permit 30436,118.71449074074074,long,1,7,0,2,2,0,Permit SUBMITTED by EMPLOYEE,Send Reminder,0,0,1,10.036041666666666,2.427835648148148,2.0,,compliant,organizational unit 65456,0.0,0.0,0,,3
travel permit 30441,41.19019675925926,short,0,13,2,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,2.9857407407407406,11.474375,6.0,10.1590625,compliant,organizational unit 65458,1023.4656909243754,1036.2596906309723,0,1.0125006630120073,5
travel permit 30454,76.1858449074074,medium,0,12,0,1,5,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,3.909710648148148,15.5459375,6.0,9.984131944444444,compliant,organizational unit 65456,3827.095645381201,1863.73244079765,0,0.48698350224064274,131
travel permit 30465,48.06706018518519,short,0,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,3.725532407407407,19.611284722222223,5.0,3.2730671296296294,compliant,organizational unit 65457,6653.654371142376,6724.318838436183,1,1.010620399460526,42
travel permit 30477,26.328391203703703,short,0,13,2,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.2520833333333333,8.34630787037037,5.0,11.089953703703705,compliant,organizational unit 65458,1636.4485783143812,788.113635316206,0,0.48160000000000003,5
travel permit 30490,63.28762731481481,medium,0,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,6.776458333333333,28.780925925925924,2.0,10.813738425925926,compliant,organizational unit 65457,454.0670486902003,356.07357715752676,0,0.7841872212146972,2
travel permit 30502,46.219722222222224,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,3.8574652777777776,8.6321875,10.0,11.053726851851852,compliant,organizational unit 65455,823.9265443315667,396.46776126049957,0,0.48119309177269565,1
travel permit 30512,80.31630787037037,medium,0,11,0,1,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.13846064814814815,16.44789351851852,1.0,5.7740625,compliant,organizational unit 65458,364.25669522069245,173.4747922007644,0,0.4762432495459311,14
travel permit 30522,27.29454861111111,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.008194444444444445,7.556203703703703,2.0,4.977175925925926,compliant,organizational unit 65455,1.621108051668664,186.79547471262464,1,5.0,1
travel permit 30533,156.56592592592594,long,1,7,0,2,2,0,Permit SUBMITTED by EMPLOYEE,Send Reminder,0,0,1,1.6577199074074074,58.65751157407407,1.0,,compliant,organizational unit 65465,262.00590866277423,0.0,0,0.0,3
travel permit 30538,97.55607638888888,medium,0,13,0,2,5,1,Permit SUBMITTED by EMPLOYEE,Send Reminder,0,0,1,1.7440856481481481,0.0,0.0,,type_b,organizational unit 65454,21.515308943101637,16.13648170732623,0,0.7500000000000001,994
travel permit 30549,64.29921296296295,medium,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,1.0469907407407408,53.52212962962963,3.0,7.080625,compliant,organizational unit 65459,391.0574511822554,184.0388972152494,0,0.4706185668086826,64
travel permit 30559,26.293333333333333,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,1.0227199074074074,5.540462962962963,1.0,16.104641203703704,compliant,organizational unit 65456,162.89687564102047,90.47443611710911,0,0.555409278177254,1
travel permit 30570,58.25706018518519,medium,0,26,4,0,11,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,9.22587962962963,8.301087962962963,15.0,14.029652777777779,compliant,organizational unit 65459,2322.6727166197666,2590.8582713342294,1,1.1154642032842057,993
travel permit 30596,30.25305555555556,short,0,15,2,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,5.500289351851852,8.022719907407408,1.0,14.321967592592593,compliant,organizational unit 65460,227.58709872675516,318.43359377246054,1,1.399172429166458,9
travel permit 3060,14.281828703703704,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,3.904664351851852,0.0,4.0,7.321365740740741,type_b,organizational unit 65460,557.4344560262706,511.2933950351022,0,0.9172260334962253,16
travel permit 30611,14.730092592592593,short,0,10,0,0,4,0,Start trip,Payment Handled,1,1,0,0.18528935185185186,0.0,1.0,9.285752314814815,type_a,organizational unit 65458,418.9308360484816,394.056817658103,0,0.940625,8
travel permit 30621,24.873680555555556,short,0,18,0,0,9,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,4.775416666666667,0.0,0.0,0.0,type_b,organizational unit 65454,292.7533980142525,180.3834602641101,0,0.616161798591073,973
travel permit 30639,24.872430555555557,short,0,15,0,0,6,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,3.6147916666666666,1.5276851851851851,5.0,0.0,compliant,organizational unit 65454,422.8660193539203,524.4597486629098,0,1.24025039766546,972
travel permit 30654,41.64119212962963,short,0,16,4,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,3.6094675925925928,8.532233796296296,0.0,23.796412037037037,compliant,organizational unit 65454,422.8660193539203,601.8618361899343,0,1.4232920325674177,19
travel permit 30670,189.6249074074074,long,1,7,0,2,2,0,Permit SUBMITTED by EMPLOYEE,Send Reminder,0,0,1,5.964606481481481,56.40952546296296,8.0,,compliant,organizational unit 65474,2151.065568445621,0.0,0,0.0,3
travel permit 30675,32.730254629629634,short,0,13,2,0,4,0,Start trip,Payment Handled,1,1,0,0.058368055555555555,0.0,17.0,8.271145833333334,type_a,organizational unit 65457,685.3179235938293,897.1886177176921,1,1.3091567969108497,29
travel permit 30688,79.65035879629629,medium,0,7,0,1,3,0,Permit SUBMITTED by EMPLOYEE,Send Reminder,0,0,1,6.7638541666666665,29.63605324074074,0.0,,compliant,organizational unit 65467,30.890180830006702,0.0,0,0.0,59
travel permit 30694,42.398043981481486,short,0,6,0,0,3,0,Permit SUBMITTED by EMPLOYEE,End trip,0,0,0,6.762280092592593,34.63576388888889,1.0,,compliant,organizational unit 65467,128.7090867916946,0.0,0,0.0,13
travel permit 30700,54.395891203703705,medium,0,5,2,0,0,0,Permit SUBMITTED by EMPLOYEE,End trip,0,0,0,,,1.0,,type_b,organizational unit 65467,411.8690777334227,0.0,0,0.0,50
travel permit 30704,57.39440972222223,medium,0,6,0,0,3,0,Permit SUBMITTED by EMPLOYEE,End trip,0,0,0,6.758356481481481,50.63605324074074,0.0,,compliant,organizational unit 65467,30.890180830006702,0.0,0,0.0,13
travel permit 3071,162.05537037037035,long,1,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,1.7437615740740742,140.5810185185185,7.0,6.336701388888889,compliant,organizational unit 65455,1529.5784475595874,1608.1572585163838,1,1.0513728544503012,1
travel permit 30710,54.26197916666666,medium,0,16,0,0,7,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,1.2181134259259259,14.314039351851852,9.0,0.0,compliant,organizational unit 65458,3241.2959534549127,1099.8212937474927,0,0.339315295345119,971
travel permit 30726,42.88797453703703,short,0,18,2,0,6,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.4876273148148148,29.67071759259259,7.0,0.0,compliant,organizational unit 65460,2259.3779343891824,777.95602169685,0,0.34432310321166726,289
travel permit 30744,32.40221064814815,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.0024652777777777776,17.669641203703705,4.0,6.124189814814815,compliant,organizational unit 65457,2404.969343769883,300.24443414526104,0,0.12484335192174059,1
travel permit 30754,72.23806712962963,medium,0,16,0,0,7,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,2.881261574074074,23.62679398148148,8.0,0.0,compliant,organizational unit 65456,1551.7633523430218,2197.0664502744953,1,1.4158514872497308,66
travel permit 30771,13.212685185185185,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,5.959027777777778,0.0,2.0,4.174479166666667,type_b,organizational unit 65454,569.4710970917705,784.6870909032444,1,1.3779225932809576,16
travel permit 30781,54.12136574074074,medium,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.974224537037037,39.41710648148148,2.0,10.745358796296296,compliant,organizational unit 65458,362.5774742289362,451.47726932815334,1,1.245188411906374,1
travel permit 30791,7.320266203703704,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.1846875,2.405625,2.0,3.3405439814814817,compliant,organizational unit 65458,428.62616254493423,404.602867299053,0,0.9439528023598821,970
travel permit 30801,76.33946759259258,medium,0,16,2,0,7,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,6.112442129629629,27.497256944444445,7.0,13.056712962962964,compliant,organizational unit 65466,1002.357389802497,340.758882709432,0,0.339957470435345,171
travel permit 3081,64.04349537037037,medium,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,5.657604166666666,39.655902777777776,4.0,8.12386574074074,compliant,organizational unit 65460,1339.5907134266488,1696.1688176189828,0,1.2661843655814944,1
travel permit 30817,68.10631944444445,medium,0,18,0,0,9,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.7556712962962963,36.620810185185185,6.0,0.0,compliant,organizational unit 65456,2494.674292105881,3089.667296393786,1,1.2385052855078895,17
travel permit 30836,282.74877314814813,long,1,7,0,2,2,0,Permit SUBMITTED by EMPLOYEE,Send Reminder,0,0,1,0.05740740740740741,164.4408564814815,9.0,,compliant,organizational unit 65457,1646.7965440780022,0.0,0,0.0,3
travel permit 30841,66.09552083333334,medium,0,13,2,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,6.798993055555556,21.56675925925926,4.0,33.38037037037037,compliant,organizational unit 65460,946.5713938987084,712.3338124838617,1,0.7525410307931699,5
travel permit 30854,133.24121527777777,long,1,15,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.8895138888888889,113.62148148148148,5.0,8.121608796296297,compliant,organizational unit 65455,1372.7993428714917,1347.6724706350228,0,0.9816966169404547,125
travel permit 30870,106.18532407407407,long,1,18,0,0,9,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,2.061122685185185,70.39393518518519,6.0,0.0,compliant,organizational unit 65458,2210.388451046413,1575.1548530773634,0,0.7126144964843959,188
travel permit 30888,85.17975694444445,medium,0,13,0,0,7,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,5.813773148148148,43.63569444444445,12.0,10.133576388888889,compliant,organizational unit 65466,3703.422168319668,1677.3916598588203,0,0.4529301774471727,55
travel permit 30901,39.220474537037035,short,0,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,5.862546296296296,19.627939814814816,2.0,8.217708333333333,compliant,organizational unit 65461,454.62176852766095,487.74379210494993,0,1.0728562199838296,2
travel permit 3091,36.08283564814815,short,0,7,2,0,2,0,Permit SUBMITTED by EMPLOYEE,End trip,0,0,0,,,3.0,,type_b,organizational unit 65460,683.211600172451,0.0,0,0.0,100
travel permit 30913,132.7028125,long,1,23,2,0,11,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,12.530659722222222,71.44225694444444,9.0,0.0,compliant,organizational unit 65456,4095.6764510712546,3075.81892783324,0,0.7509916773403175,969
travel permit 30937,106.00797453703704,long,1,12,0,1,5,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.9231828703703704,26.354699074074073,9.0,5.799872685185186,compliant,organizational unit 65458,1629.596095299898,2045.1934201147865,0,1.2550308791322953,131
travel permit 30948,171.4141087962963,long,1,15,2,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,1.0652314814814814,93.61891203703703,16.0,59.34796296296296,compliant,organizational unit 65464,6616.429827596929,2909.155969713867,0,0.43968666569693904,61
travel permit 30963,31.146261574074074,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.7956712962962963,19.62037037037037,2.0,3.3369097222222224,compliant,organizational unit 65456,1084.6291130359077,1388.2899157542295,0,1.279967409198861,1
travel permit 30973,174.19560185185185,long,1,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,1.065752314814815,159.39971064814816,5.0,7.152071759259259,compliant,organizational unit 65467,1892.9526222331654,1427.5422137137145,0,0.7541352049422166,1
travel permit 3098,49.78784722222222,short,0,35,0,0,17,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,1.431863425925926,31.62599537037037,3.0,0.0,compliant,organizational unit 65460,840.8758155968627,831.617016881969,0,0.9889891009550302,968
travel permit 30983,106.31844907407407,long,1,25,0,0,10,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.019594907407407408,80.56858796296297,6.0,0.0,compliant,organizational unit 65460,1130.8380563576368,1698.7038312533864,1,1.5021636579200492,967
travel permit 31009,132.04626157407407,long,1,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.9399768518518519,5.376458333333333,116.0,8.235034722222222,compliant,organizational unit 65459,382.0128643214807,762.2488015901897,0,1.9953485151450912,1
travel permit 31020,70.27171296296297,medium,0,13,2,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.1225,23.41920138888889,4.0,28.25076388888889,compliant,organizational unit 65464,1282.7703622214983,381.7182999258004,0,0.2975733702365415,5
travel permit 31033,122.23871527777777,long,1,31,4,1,12,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,11.727835648148147,48.7808912037037,8.0,0.0,compliant,organizational unit 65456,914.9236774187059,1319.2127100116663,1,1.44188279587822,966
travel permit 31064,169.14039351851852,long,1,28,0,0,13,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,10.269907407407407,100.14034722222222,5.0,0.0,compliant,organizational unit 65456,2541.7482328519036,3275.347272205012,1,1.2886198679599326,965
travel permit 31092,98.29363425925926,medium,0,30,4,0,12,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,3.002685185185185,72.56085648148148,6.0,0.0,compliant,organizational unit 65460,1891.3655074024512,1984.5975130828233,1,1.049293489447428,964
travel permit 31123,31.241377314814816,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.17697916666666666,12.334594907407407,3.0,6.341064814814815,compliant,organizational unit 65470,1782.347555213199,581.512704314055,0,0.32626223915374136,1
travel permit 31133,187.61638888888888,long,1,6,0,1,2,0,Permit SUBMITTED by EMPLOYEE,Send Reminder,0,0,1,0.7989930555555556,151.5671412037037,4.0,,compliant,organizational unit 65456,1447.1343366932176,0.0,0,0.0,18
travel permit 31138,83.33219907407407,medium,0,16,0,0,7,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.15665509259259258,48.4453587962963,2.0,0.0,compliant,organizational unit 65471,752.2347182164369,694.1680905669919,1,0.9228078334550655,162
travel permit 31154,79.31503472222222,medium,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,1.0239467592592593,69.56113425925926,4.0,2.050798611111111,compliant,organizational unit 65455,1809.543206485668,4451.476287954743,1,2.46,1
travel permit 31164,174.7542361111111,long,1,7,0,2,2,0,Permit SUBMITTED by EMPLOYEE,Send Reminder,0,0,1,0.0022916666666666667,65.50138888888888,1.0,,compliant,organizational unit 65460,386.96436381182036,0.0,0,0.0,3
travel permit 31169,20.789560185185184,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.008888888888888889,5.050682870370371,3.0,5.252696759259259,compliant,organizational unit 65456,627.8001214062098,955.5290036997661,0,1.5220274273911836,1
travel permit 31180,141.69041666666666,long,1,9,0,2,4,0,Permit SUBMITTED by EMPLOYEE,Send Reminder,0,0,1,6.22650462962963,29.213229166666668,4.0,,compliant,organizational unit 65469,1681.0461910503875,0.0,0,0.0,108
travel permit 31187,35.011932870370366,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.6940509259259259,18.587800925925926,2.0,7.153009259259259,compliant,organizational unit 65464,645.1499363461554,621.9595242008197,0,0.9640542285771956,1
travel permit 31197,73.19001157407408,medium,0,24,2,0,9,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,1.8277662037037037,44.63225694444444,23.0,0.0,compliant,organizational unit 65460,2458.478603255761,2801.0014203035607,1,1.1393230824112919,963
travel permit 31223,147.09248842592592,long,1,29,0,0,14,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,3.7102662037037035,133.65197916666668,3.0,14.285925925925927,compliant,organizational unit 65457,1186.8398491627893,1325.9929452066458,1,1.1172467339565795,962
