case_id,n_rejections,has_violation,submit_to_trip_d,submit_to_adm_d,has_adm_approval
travel permit 26288,0,0,-58.67061342592593,4.6296296296296294e-05,1
travel permit 26300,2,0,32.1115625,3.472222222222222e-05,1
travel permit 26313,0,0,31.642060185185183,4.6296296296296294e-05,1
travel permit 26323,0,0,5.55136574074074,0.004710648148148148,1
travel permit 26335,0,0,49.483530092592595,0.007210648148148148,1
travel permit 26345,0,0,171.47836805555556,6.944444444444444e-05,1
travel permit 26355,0,0,155.3906597222222,5.787037037037037e-05,1
travel permit 26366,0,0,-29.67758101851852,0.0028587962962962963,1
travel permit 26378,2,0,74.30950231481482,3.472222222222222e-05,1
travel permit 26391,0,0,-0.7985185185185185,0.00020833333333333335,1
travel permit 26396,2,1,-60.439861111111114,0.00018518518518518518,1
travel permit 2640,2,1,4.593518518518518,8.101851851851852e-05,1
travel permit 26401,0,0,-0.4417361111111111,2.3148148148148147e-05,1
travel permit 26411,2,0,-31.479872685185185,8.101851851851852e-05,1
travel permit 26424,0,0,15.415162037037037,4.6296296296296294e-05,1
travel permit 26431,0,1,,,0
travel permit 26433,0,0,123.3677199074074,2.3148148148148147e-05,1
travel permit 26443,2,1,25.342280092592592,3.472222222222222e-05,1
travel permit 26457,0,0,-0.6188657407407407,4.6296296296296294e-05,1
travel permit 26467,2,1,10.380428240740741,2.3148148148148147e-05,1
travel permit 26481,0,0,3.194050925925926,4.6296296296296294e-05,1
travel permit 26491,0,0,184.1676388888889,4.6296296296296294e-05,1
travel permit 26497,2,1,17.788159722222222,3.472222222222222e-05,1
travel permit 26513,0,0,-2.361712962962963,6.944444444444444e-05,1
travel permit 26524,0,0,-4.475868055555556,6.944444444444444e-05,1
travel permit 26535,0,0,4.242847222222222,3.472222222222222e-05,1
travel permit 26540,2,1,-28.66115740740741,,0
travel permit 26544,0,0,1.3359027777777779,2.3148148148148147e-05,1
travel permit 2655,3,1,30.416481481481483,4.6296296296296294e-05,1
travel permit 26554,0,1,92.67997685185185,2.3148148148148147e-05,1
travel permit 26565,0,0,-15.49662037037037,1.1574074074074073e-05,1
travel permit 26575,0,0,1.604224537037037,2.3148148148148147e-05,1
travel permit 26586,0,0,9.559097222222222,4.6296296296296294e-05,1
travel permit 26591,0,0,11.55630787037037,2.3148148148148147e-05,1
travel permit 26596,0,0,61.54836805555556,3.472222222222222e-05,1
travel permit 26601,0,0,-311.451875,0.006759259259259259,1
travel permit 26614,0,0,2.258634259259259,4.6296296296296294e-05,1
travel permit 26619,0,0,1.5036805555555555,2.3148148148148147e-05,1
travel permit 26625,0,0,124.56511574074074,1.1574074074074073e-05,1
travel permit 26630,2,1,21.50068287037037,2.3148148148148147e-05,1
travel permit 26648,0,0,73.46418981481482,0.0002199074074074074,1
travel permit 26654,0,0,-79.72883101851852,0.0005787037037037037,1
travel permit 26666,0,0,3.6144907407407407,5.787037037037037e-05,1
travel permit 26671,0,0,44.41125,3.472222222222222e-05,1
travel permit 26681,0,0,24.40875,0.9841087962962963,1
travel permit 26691,0,0,3.403449074074074,4.6296296296296294e-05,1
travel permit 26696,0,0,4.588263888888889,0.0005324074074074074,1
travel permit 26709,0,0,4.473402777777777,2.3148148148148147e-05,1
travel permit 26719,0,1,92.38840277777778,0.0002777777777777778,1
travel permit 26726,0,0,45.38787037037037,13.874537037037037,1
travel permit 26737,0,0,20.575833333333332,4.6296296296296294e-05,1
travel permit 26747,0,1,22.573287037037037,2.3148148148148147e-05,1
travel permit 26768,0,0,6.5965625,3.472222222222222e-05,1
travel permit 26778,0,0,53.594409722222224,3.472222222222222e-05,1
travel permit 26783,0,0,9.463888888888889,4.6296296296296294e-05,1
travel permit 26794,2,1,14.346006944444444,0.0004976851851851852,1
travel permit 26816,0,0,6.5003125,0.00019675925925925926,1
travel permit 26828,0,0,10.30957175925926,0.00047453703703703704,1
travel permit 26838,0,0,26.280532407407406,5.787037037037037e-05,1
travel permit 26848,0,0,34.38767361111111,4.6296296296296294e-05,1
travel permit 26858,0,1,69.54668981481481,1.9152662037037036,1
travel permit 2687,0,0,44.26756944444445,3.472222222222222e-05,1
travel permit 26885,0,0,0.49646990740740743,0.0008564814814814815,1
travel permit 26891,0,0,2.3911574074074076,8.101851851851852e-05,1
travel permit 26903,0,0,4.54962962962963,8.101851851851852e-05,1
travel permit 26909,2,1,2.5758912037037036,9.259259259259259e-05,1
travel permit 26928,0,0,51.295775462962965,3.472222222222222e-05,1
travel permit 26938,0,0,44.63900462962963,9.259259259259259e-05,1
travel permit 26949,0,0,41.62775462962963,0.0010069444444444444,1
travel permit 26961,0,0,5.4659375,3.472222222222222e-05,1
travel permit 2697,0,1,28.525601851851853,4.6296296296296294e-05,1
travel permit 26971,0,1,39.52266203703704,2.3148148148148147e-05,1
travel permit 26986,0,0,0.4369675925925926,3.472222222222222e-05,1
travel permit 26998,0,1,81.47232638888889,4.6296296296296294e-05,1
travel permit 27005,0,1,159.39706018518518,4.6296296296296294e-05,1
travel permit 27025,0,0,-4.3977662037037035,3.472222222222222e-05,1
travel permit 27035,8,1,151.31449074074075,0.0001273148148148148,1
travel permit 27068,2,1,39.3305787037037,6.776168981481481,1
travel permit 27080,0,0,50.317939814814814,3.472222222222222e-05,1
travel permit 27086,0,0,18.35670138888889,10.933275462962962,1
travel permit 27092,0,0,66.13497685185185,1.1574074074074073e-05,1
travel permit 27098,2,0,7.384270833333333,0.00011574074074074075,1
travel permit 27111,0,0,-14.41474537037037,2.3148148148148147e-05,1
travel permit 27121,0,0,117.52689814814815,3.472222222222222e-05,1
travel permit 27126,0,0,75.52685185185184,0.0006481481481481481,1
travel permit 27131,0,0,64.37302083333333,0.00030092592592592595,1
travel permit 27136,0,0,64.49496527777778,0.00017361111111111112,1
travel permit 27141,0,0,13.384282407407408,2.3148148148148147e-05,1
travel permit 27146,0,0,36.2915162037037,3.472222222222222e-05,1
travel permit 27152,0,0,13.113113425925926,3.472222222222222e-05,1
travel permit 27162,0,0,22.64068287037037,0.0002546296296296296,1
travel permit 2717,0,1,116.35409722222222,4.6296296296296294e-05,1
travel permit 27173,0,0,5.5298032407407405,0.0012268518518518518,1
travel permit 27183,4,1,-8.4728125,0.004108796296296296,1
travel permit 27200,0,0,8.511678240740741,2.3148148148148147e-05,1
travel permit 27210,8,1,8.446099537037037,3.472222222222222e-05,1
travel permit 27250,0,0,16.300763888888888,0.00010416666666666667,1
travel permit 27256,0,1,12.28195601851852,0.0022222222222222222,1
travel permit 27271,0,0,13.603287037037036,2.3148148148148147e-05,1
travel permit 27283,2,1,1.5575462962962963,6.944444444444444e-05,1
travel permit 27299,0,0,4.524085648148148,0.00017361111111111112,1
travel permit 27311,2,0,18.432974537037037,4.6296296296296294e-05,1
travel permit 2732,0,1,115.58299768518519,4.6296296296296294e-05,1
travel permit 27325,0,0,4.417696759259259,3.472222222222222e-05,1
travel permit 27337,0,0,11.407280092592593,3.472222222222222e-05,1
travel permit 27347,0,0,64.57366898148148,2.3148148148148147e-05,1
travel permit 27352,0,0,42.56350694444444,2.3148148148148147e-05,1
travel permit 27362,2,0,58.36466435185185,2.3148148148148147e-05,1
travel permit 27375,2,1,54.613310185185185,2.3148148148148147e-05,1
travel permit 27384,2,1,-0.4607060185185185,3.472222222222222e-05,1
travel permit 27404,2,1,44.3824537037037,0.0003935185185185185,1
travel permit 27438,2,0,18.600729166666667,0.00010416666666666667,1
travel permit 27451,0,0,13.546435185185185,2.3148148148148147e-05,1
travel permit 27461,0,0,92.575625,0.0030439814814814813,1
travel permit 27472,2,1,75.64479166666666,0.00011574074074074075,1
travel permit 27489,0,0,26.393645833333334,0.0002546296296296296,1
travel permit 27499,2,0,36.602789351851854,3.472222222222222e-05,1
travel permit 27512,0,0,16.508773148148148,2.3148148148148147e-05,1
travel permit 27518,2,0,14.350648148148148,2.3148148148148147e-05,1
travel permit 27531,0,0,-8.661712962962962,0.00019675925925925926,1
travel permit 2754,0,0,14.515902777777777,3.472222222222222e-05,1
travel permit 27543,0,0,19.27202546296296,1.1574074074074073e-05,1
travel permit 27548,2,1,26.268645833333334,2.3148148148148147e-05,1
travel permit 27553,0,0,79.4489699074074,2.3148148148148147e-05,1
travel permit 27565,0,0,1.345763888888889,3.472222222222222e-05,1
travel permit 27577,4,1,29.50875,3.472222222222222e-05,1
travel permit 27602,0,0,46.500034722222225,3.472222222222222e-05,1
travel permit 27614,1,1,6.519606481481482,6.944444444444444e-05,1
travel permit 27624,0,0,66.51435185185186,2.3148148148148147e-05,1
travel permit 27629,0,0,-0.6749768518518519,0.00011574074074074075,1
travel permit 27635,0,0,45.313090277777775,0.0002546296296296296,1
travel permit 2764,0,0,46.51480324074074,0.00017361111111111112,1
travel permit 27640,0,0,142.14125,3.472222222222222e-05,1
travel permit 27646,0,1,,,0
travel permit 27648,0,0,70.34209490740741,5.787037037037037e-05,1
travel permit 27654,0,0,30.14607638888889,3.472222222222222e-05,1
travel permit 27659,0,0,29.60959490740741,1.1574074074074073e-05,1
travel permit 27665,0,0,55.585787037037036,6.944444444444444e-05,1
travel permit 27671,0,0,151.3235185185185,0.0008564814814814815,1
travel permit 27677,0,0,31.43642361111111,2.3148148148148147e-05,1
travel permit 27683,0,0,15.15013888888889,0.0010416666666666667,1
travel permit 27689,0,0,24.131203703703704,0.00015046296296296297,1
travel permit 27694,0,0,253.9657175925926,3.472222222222222e-05,1
travel permit 27699,0,0,7.598506944444445,2.3148148148148147e-05,1
travel permit 27705,0,0,54.59282407407407,4.6296296296296294e-05,1
travel permit 27710,0,0,-28.633229166666666,0.00019675925925925926,1
travel permit 27715,0,0,2.3492592592592594,0.0002314814814814815,1
travel permit 27725,0,1,52.30336805555555,3.472222222222222e-05,1
travel permit 27732,2,0,1.4632407407407408,4.6296296296296294e-05,1
travel permit 27745,0,0,18.509849537037038,3.472222222222222e-05,1
travel permit 2775,0,1,115.41475694444445,4.6296296296296294e-05,1
travel permit 27751,0,0,-38.607708333333335,2.3148148148148147e-05,1
travel permit 27761,0,0,76.44586805555555,6.944444444444444e-05,1
travel permit 27767,0,0,5.469733796296296,3.472222222222222e-05,1
travel permit 27777,0,0,22.52079861111111,5.787037037037037e-05,1
travel permit 27783,0,0,0.5961458333333334,0.00020833333333333335,1
travel permit 27795,0,1,31.32125,2.3148148148148147e-05,1
travel permit 27812,0,0,12.416412037037038,9.259259259259259e-05,1
travel permit 27822,0,0,32.41394675925926,9.259259259259259e-05,1
travel permit 27834,2,0,20.53185185185185,6.944444444444444e-05,1
travel permit 27848,0,0,32.519756944444445,0.00011574074074074075,1
travel permit 27860,0,0,11.516493055555555,5.787037037037037e-05,1
travel permit 27870,0,1,22.373761574074074,4.6296296296296294e-05,1
travel permit 27888,0,0,4.571967592592593,3.472222222222222e-05,1
travel permit 27901,0,0,37.98840277777778,0.0001273148148148148,1
travel permit 27913,0,0,86.48791666666666,0.0001273148148148148,1
travel permit 27919,2,0,8.486053240740741,0.00018518518518518518,1
travel permit 27934,0,0,2.411655092592593,2.3148148148148147e-05,1
travel permit 27947,0,0,13.617511574074074,4.6296296296296294e-05,1
travel permit 27957,0,0,109.6152662037037,0.00038194444444444446,1
travel permit 27963,0,0,11.35869212962963,4.6296296296296294e-05,1
travel permit 27968,0,0,34.35495370370371,4.6296296296296294e-05,1
travel permit 2797,0,0,1.3296990740740742,2.3148148148148147e-05,1
travel permit 27973,0,0,4.352418981481481,0.00010416666666666667,1
travel permit 27980,0,0,8.44648148148148,2.3148148148148147e-05,1
travel permit 27990,0,0,-40.565868055555555,9.259259259259259e-05,1
travel permit 28000,2,0,91.43200231481481,1.1574074074074073e-05,1
travel permit 28013,0,0,6.450335648148148,2.3148148148148147e-05,1
travel permit 2802,0,1,220.5915625,5.787037037037037e-05,1
travel permit 28023,0,0,24.595381944444444,4.6296296296296294e-05,1
travel permit 28028,0,0,0.5307060185185185,0.00010416666666666667,1
travel permit 28040,4,0,0.49385416666666665,0.00011574074074074075,1
travel permit 28058,0,0,5.466122685185185,6.944444444444444e-05,1
travel permit 28069,0,1,57.31490740740741,2.3148148148148147e-05,1
travel permit 28086,0,0,22.608171296296295,2.3148148148148147e-05,1
travel permit 28096,0,1,45.592835648148146,0.0006712962962962962,1
travel permit 28121,0,0,0.3912847222222222,1.1574074074074073e-05,1
travel permit 28131,2,1,39.38591435185185,9.259259259259259e-05,1
travel permit 28136,0,0,2.2691550925925927,2.3148148148148147e-05,1
travel permit 28147,0,0,83.26572916666667,0.00010416666666666667,1
travel permit 28157,0,0,2.2617939814814814,5.787037037037037e-05,1
travel permit 28167,0,0,4.238576388888889,2.3148148148148147e-05,1
travel permit 28178,0,0,-6.877488425925926,3.472222222222222e-05,1
travel permit 28184,0,0,5.097048611111111,9.259259259259259e-05,1
travel permit 2819,0,0,149.57429398148147,4.6296296296296294e-05,1
travel permit 28194,0,1,5.054409722222222,0.0014467592592592592,1
travel permit 28214,4,0,100.62311342592592,6.284872685185185,1
travel permit 28232,4,0,9.545416666666666,4.6296296296296294e-05,1
travel permit 28250,0,1,113.09861111111111,18.692858796296296,1
travel permit 28266,4,1,34.56780092592592,6.944444444444444e-05,1
travel permit 28289,0,0,43.39832175925926,8.101851851851852e-05,1
travel permit 28295,0,0,1.3972453703703704,4.6296296296296294e-05,1
travel permit 2830,2,1,133.55979166666665,4.6296296296296294e-05,1
travel permit 28305,4,1,39.367465277777775,1.990925925925926,1
travel permit 28331,0,0,71.89369212962963,0.0042592592592592595,1
travel permit 28343,0,0,92.03407407407407,0.00011574074074074075,1
travel permit 28353,0,0,167.14697916666665,0.00020833333333333335,1
travel permit 28363,0,0,4.551458333333334,2.3148148148148147e-05,1
travel permit 28369,0,0,70.19083333333333,2.3148148148148147e-05,1
travel permit 28379,0,0,10.563877314814814,0.00017361111111111112,1
travel permit 28391,0,1,71.31311342592592,4.6296296296296294e-05,1
travel permit 28403,2,0,14.336875,9.259259259259259e-05,1
travel permit 28418,2,1,80.2946412037037,0.7876736111111111,1
travel permit 28441,0,0,90.43701388888888,2.3148148148148147e-05,1
travel permit 2845,0,0,20.515810185185185,2.3148148148148147e-05,1
travel permit 28452,0,0,45.3605787037037,0.0010648148148148149,1
travel permit 28462,1,1,3.4401967592592593,6.944444444444444e-05,1
travel permit 28474,0,0,40.350659722222225,0.0003587962962962963,1
travel permit 28479,0,0,0.44181712962962966,5.787037037037037e-05,1
travel permit 28484,0,0,12.440787037037037,0.00011574074074074075,1
travel permit 28494,0,0,16.439247685185187,4.6296296296296294e-05,1
travel permit 28499,0,0,66.44461805555555,3.472222222222222e-05,1
travel permit 28504,0,0,67.3819212962963,0.00017361111111111112,1
travel permit 28509,0,0,13.304039351851852,0.0006712962962962962,1
travel permit 28520,0,0,2.4497800925925928,3.472222222222222e-05,1
travel permit 28532,0,1,49.43853009259259,2.3148148148148147e-05,1
travel permit 28544,0,1,61.55627314814815,0.00016203703703703703,1
travel permit 2855,2,0,77.44878472222223,4.0956828703703705,1
travel permit 28551,0,1,44.484351851851855,8.101851851851852e-05,1
travel permit 28562,0,0,44.484212962962964,6.944444444444444e-05,1
travel permit 28567,0,0,-25.51730324074074,4.6296296296296294e-05,1
travel permit 28577,2,0,4.3210648148148145,0.0002314814814814815,1
travel permit 28590,0,0,4.320532407407407,0.00016203703703703703,1
travel permit 28595,0,0,4.320416666666667,5.787037037037037e-05,1
travel permit 28600,0,0,3.3171875,9.259259259259259e-05,1
travel permit 28605,0,0,11.314143518518518,2.3148148148148147e-05,1
travel permit 28615,0,0,19.388587962962962,2.3148148148148147e-05,1
travel permit 28620,0,0,37.55244212962963,0.0004976851851851852,1
travel permit 28630,0,0,16.537488425925925,9.259259259259259e-05,1
travel permit 28640,4,1,122.44502314814815,3.472222222222222e-05,1
travel permit 28677,4,1,30.443993055555556,0.0004976851851851852,1
travel permit 28696,0,0,93.3762962962963,4.6296296296296294e-05,1
travel permit 2870,0,0,53.41834490740741,2.3148148148148147e-05,1
travel permit 28706,2,1,58.373761574074074,0.037418981481481484,1
travel permit 28719,4,1,53.363368055555554,0.0002199074074074074,1
travel permit 28751,0,0,2.356585648148148,0.00018518518518518518,1
travel permit 28756,0,1,79.18770833333333,0.0007523148148148148,1
travel permit 28806,2,1,13.583240740740742,6.944444444444444e-05,1
travel permit 2881,0,0,9.045844907407407,4.6296296296296294e-05,1
travel permit 28843,0,0,-2.4275694444444444,2.3148148148148147e-05,1
travel permit 28853,0,0,8.552430555555556,3.472222222222222e-05,1
travel permit 28863,4,1,11.411689814814816,0.0001388888888888889,1
travel permit 2887,0,0,10.036921296296295,8.101851851851852e-05,1
travel permit 28884,2,1,4.3193171296296295,4.6296296296296294e-05,1
travel permit 28898,0,0,59.509282407407404,2.3148148148148147e-05,1
travel permit 28908,0,0,6.574641203703703,5.787037037037037e-05,1
travel permit 28914,0,0,10.627627314814815,2.3148148148148147e-05,1
travel permit 28924,0,0,60.48184027777778,0.00015046296296296297,1
travel permit 2893,0,1,-12.46712962962963,3.472222222222222e-05,1
travel permit 28935,0,0,50.2837037037037,2.3148148148148147e-05,1
travel permit 28940,0,0,43.51135416666666,2.3148148148148147e-05,1
travel permit 28950,0,0,154.6564699074074,1.1574074074074073e-05,1
travel permit 28962,0,0,-0.4462962962962963,6.944444444444444e-05,1
travel permit 28973,0,0,46.10438657407408,0.00010416666666666667,1
travel permit 28983,2,1,51.09832175925926,5.787037037037037e-05,1
travel permit 29001,0,0,1.5745023148148147,3.472222222222222e-05,1
travel permit 29007,0,0,1.5335185185185185,2.3148148148148147e-05,1
travel permit 29013,0,0,53.513321759259256,0.0001388888888888889,1
travel permit 29023,2,1,26.134421296296296,3.728263888888889,1
travel permit 29042,0,0,51.48803240740741,2.3148148148148147e-05,1
travel permit 29048,4,0,1.4837384259259259,3.472222222222222e-05,1
travel permit 29066,2,0,0.4420486111111111,0.00030092592592592595,1
travel permit 2908,0,0,19.501354166666665,3.472222222222222e-05,1
travel permit 29081,0,0,12.392303240740741,3.472222222222222e-05,1
travel permit 29091,2,1,0.5196412037037037,2.3148148148148147e-05,1
travel permit 29105,2,0,0.10324074074074074,5.519340277777777,1
travel permit 29119,0,0,-6.415219907407407,9.259259259259259e-05,1
travel permit 29129,4,0,10.450520833333334,8.101851851851852e-05,1
travel permit 29145,2,0,32.44226851851852,2.3148148148148147e-05,1
travel permit 29161,0,0,-0.12666666666666668,0.00011574074074074075,1
travel permit 29172,0,0,56.36493055555555,1.1574074074074073e-05,1
travel permit 29177,0,0,10.326655092592592,0.0030092592592592593,1
travel permit 29187,0,0,-7.554375,3.472222222222222e-05,1
travel permit 2919,0,0,9.38324074074074,8.101851851851852e-05,1
travel permit 29192,6,0,36.278055555555554,2.3148148148148147e-05,1
travel permit 29212,0,0,-16.554131944444446,0.0003587962962962963,1
travel permit 29224,0,0,0.6376273148148148,2.3148148148148147e-05,1
travel permit 29234,0,1,15.62056712962963,8.101851851851852e-05,1
travel permit 29249,0,0,7.616018518518518,0.00015046296296296297,1
travel permit 2925,0,0,153.53814814814814,4.6296296296296294e-05,1
travel permit 29260,2,0,20.606354166666666,5.787037037037037e-05,1
travel permit 29274,0,0,63.586030092592594,5.787037037037037e-05,1
travel permit 29279,0,0,12.585555555555555,3.472222222222222e-05,1
travel permit 29285,0,0,35.25497685185185,9.259259259259259e-05,1
travel permit 29290,0,0,129.44722222222222,2.3148148148148147e-05,1
travel permit 29296,0,1,84.59559027777777,3.472222222222222e-05,1
travel permit 29309,2,1,28.59193287037037,8.101851851851852e-05,1
travel permit 29315,2,1,43.55116898148148,0.006238425925925926,1
travel permit 29331,0,0,53.62179398148148,2.3148148148148147e-05,1
travel permit 29343,2,0,37.3828587962963,0.0001388888888888889,1
travel permit 29356,0,0,23.381516203703704,2.3148148148148147e-05,1
travel permit 29366,0,1,46.28413194444445,2.3148148148148147e-05,1
travel permit 2937,0,0,19.41258101851852,4.6296296296296294e-05,1
travel permit 29381,0,0,24.367326388888888,1.1574074074074073e-05,1
travel permit 29393,4,1,21.363993055555557,6.944444444444444e-05,1
travel permit 29414,0,1,59.28451388888889,0.00024305555555555555,1
travel permit 29427,0,0,22.549247685185186,4.6296296296296294e-05,1
travel permit 2943,0,0,-19.673564814814814,0.00018518518518518518,1
travel permit 29439,2,0,51.374097222222225,0.0005324074074074074,1
travel permit 29453,0,0,0.48986111111111114,1.1574074074074073e-05,1
travel permit 29463,0,0,31.352291666666666,1.1574074074074073e-05,1
travel permit 29469,0,0,-12.674930555555555,9.259259259259259e-05,1
travel permit 29480,6,1,34.28684027777778,3.472222222222222e-05,1
travel permit 2950,0,0,0.4066782407407407,3.472222222222222e-05,1
travel permit 29502,2,0,33.081863425925924,0.00011574074074074075,1
travel permit 29515,0,0,7.067650462962963,3.472222222222222e-05,1
travel permit 29525,0,0,-0.35528935185185184,0.0005555555555555556,1
travel permit 29536,2,1,-19.39465277777778,,0
travel permit 29541,0,1,10.465949074074073,3.472222222222222e-05,1
travel permit 29560,0,0,-0.4167592592592593,2.3148148148148147e-05,1
travel permit 29570,0,0,4.581574074074074,6.944444444444444e-05,1
travel permit 29580,0,0,-3.366701388888889,3.472222222222222e-05,1
travel permit 29590,2,0,4.549282407407407,4.6296296296296294e-05,1
travel permit 2960,2,0,95.3787037037037,15.967604166666666,1
travel permit 29607,0,0,5.546759259259259,6.944444444444444e-05,1
travel permit 29619,0,1,113.48605324074074,2.3148148148148147e-05,1
travel permit 29625,0,0,138.41078703703704,3.472222222222222e-05,1
travel permit 29635,2,1,73.3633912037037,2.3148148148148147e-05,1
travel permit 29653,0,0,53.34025462962963,6.944444444444444e-05,1
travel permit 29666,0,0,16.378483796296297,8.101851851851852e-05,1
travel permit 29678,2,0,0.5309490740740741,2.3148148148148147e-05,1
travel permit 29691,0,0,15.53008101851852,1.1574074074074073e-05,1
travel permit 29696,0,1,11.390381944444444,8.101851851851852e-05,1
travel permit 29713,0,0,21.556921296296295,2.3148148148148147e-05,1
travel permit 29718,0,0,19.58540509259259,5.787037037037037e-05,1
travel permit 29723,0,0,12.584525462962963,1.1574074074074073e-05,1
travel permit 29728,2,1,7.517962962962963,2.3148148148148147e-05,1
travel permit 2974,0,0,60.61650462962963,0.00016203703703703703,1
travel permit 29742,0,0,3.5120138888888888,2.3148148148148147e-05,1
travel permit 29752,0,0,1.347326388888889,0.00017361111111111112,1
travel permit 29757,0,0,0.632824074074074,4.6296296296296294e-05,1
travel permit 29762,0,0,-10.612905092592593,2.3148148148148147e-05,1
travel permit 29768,0,0,25.59474537037037,2.3148148148148147e-05,1
travel permit 29778,0,1,13.593483796296296,2.3148148148148147e-05,1
travel permit 29794,0,1,13.37287037037037,5.787037037037037e-05,1
travel permit 29808,0,0,6.931064814814815,6.944444444444444e-05,1
travel permit 29818,0,0,30.400856481481483,2.3148148148148147e-05,1
travel permit 29828,4,1,-16.465185185185184,3.939074074074074,1
travel permit 29844,0,0,24.429236111111113,2.3148148148148147e-05,1
travel permit 29856,0,0,-2.8507523148148146,0.004375,1
travel permit 29861,0,0,16.14872685185185,3.472222222222222e-05,1
travel permit 29872,4,1,39.14548611111111,1.0309722222222222,1
travel permit 2988,2,0,35.55123842592592,5.787037037037037e-05,1
travel permit 29888,0,0,367.1098611111111,1.1574074074074073e-05,1
travel permit 29898,2,0,14.510081018518518,0.04508101851851852,1
travel permit 29911,0,0,7.4682407407407405,8.101851851851852e-05,1
travel permit 29923,0,0,10.531284722222223,3.472222222222222e-05,1
travel permit 29933,0,1,23.41783564814815,3.472222222222222e-05,1
travel permit 29946,2,1,9.300775462962964,1.1574074074074073e-05,1
travel permit 29960,0,0,25.31744212962963,3.472222222222222e-05,1
travel permit 29972,0,0,37.303900462962964,3.472222222222222e-05,1
travel permit 29982,0,0,-0.7380902777777778,0.001875,1
travel permit 29994,2,0,15.374328703703704,2.3148148148148147e-05,1
travel permit 30007,0,0,15.370706018518518,2.3148148148148147e-05,1
travel permit 30017,0,0,0.3675,5.787037037037037e-05,1
travel permit 30023,0,0,48.3421875,3.472222222222222e-05,1
travel permit 3003,0,0,32.40368055555555,5.787037037037037e-05,1
travel permit 30035,2,1,25.41903935185185,8.101851851851852e-05,1
travel permit 30049,0,1,51.374143518518515,0.8334722222222222,1
travel permit 30068,2,0,72.35668981481481,6.944444444444444e-05,1
travel permit 30081,2,1,86.23106481481481,4.6296296296296294e-05,1
travel permit 30099,4,0,-0.031469907407407405,4.6296296296296294e-05,1
travel permit 30118,4,0,60.43482638888889,3.472222222222222e-05,1
travel permit 30135,0,1,29.43232638888889,0.0004166666666666667,1
travel permit 30150,4,1,63.364131944444445,5.787037037037037e-05,1
travel permit 3016,0,1,29.32318287037037,0.00016203703703703703,1
travel permit 30171,0,0,1.3521759259259258,3.472222222222222e-05,1
travel permit 30181,0,0,8.342685185185186,0.0014236111111111112,1
travel permit 30191,8,0,-0.8492592592592593,0.00011574074074074075,1
travel permit 30213,4,0,14.316493055555556,0.00015046296296296297,1
travel permit 30229,2,0,-0.3584027777777778,1.1574074074074073e-05,1
travel permit 30242,0,0,82.60162037037037,2.3148148148148147e-05,1
travel permit 30254,0,0,64.20015046296297,3.472222222222222e-05,1
travel permit 30266,0,0,4.195393518518519,0.0004050925925925926,1
travel permit 30271,2,0,9.41806712962963,4.6296296296296294e-05,1
travel permit 3028,0,0,7.364791666666667,8.101851851851852e-05,1
travel permit 30286,0,1,64.5794212962963,3.472222222222222e-05,1
travel permit 30301,0,0,72.6306712962963,4.6296296296296294e-05,1
travel permit 30313,0,1,65.55239583333334,1.1574074074074073e-05,1
travel permit 30333,0,0,38.55237268518518,0.00024305555555555555,1
travel permit 30346,0,0,5.534513888888889,4.6296296296296294e-05,1
travel permit 30356,4,0,6.603993055555556,0.0001273148148148148,1
travel permit 30374,0,0,-0.41761574074074076,4.6296296296296294e-05,1
travel permit 30379,2,1,4.582002314814815,0.006122685185185185,1
travel permit 30394,0,1,174.3135763888889,5.787037037037037e-05,1
travel permit 3040,2,1,45.62936342592592,8.101851851851852e-05,1
travel permit 30406,0,0,30.51425925925926,2.3148148148148147e-05,1
travel permit 30411,0,0,27.522106481481483,2.3148148148148147e-05,1
travel permit 30417,0,1,43.51800925925926,3.472222222222222e-05,1
travel permit 30436,0,0,12.463877314814814,0.0003935185185185185,1
travel permit 30441,2,0,14.46011574074074,0.0003587962962962963,1
travel permit 30454,0,1,19.45564814814815,2.3148148148148147e-05,1
travel permit 30465,0,1,23.33681712962963,0.0008680555555555555,1
travel permit 30477,2,0,8.598391203703704,0.0007060185185185185,1
travel permit 30490,0,0,35.55738425925926,2.3148148148148147e-05,1
travel permit 30502,0,0,12.489652777777778,2.3148148148148147e-05,1
travel permit 30512,0,0,16.586354166666666,6.944444444444444e-05,1
travel permit 30522,0,0,7.564398148148148,2.3148148148148147e-05,1
travel permit 30533,0,0,60.31523148148148,0.0002314814814814815,1
travel permit 30538,0,1,1.305625,0.0013657407407407407,1
travel permit 30549,0,0,54.56912037037037,0.046203703703703705,1
travel permit 30559,0,0,6.563182870370371,9.259259259259259e-05,1
travel permit 30570,4,1,17.52696759259259,0.00018518518518518518,1
travel permit 30596,2,0,13.52300925925926,4.6296296296296294e-05,1
travel permit 3060,0,0,0.551875,5.787037037037037e-05,1
travel permit 30611,0,0,-4.419282407407407,9.259259259259259e-05,1
travel permit 30621,0,1,4.143726851851852,3.472222222222222e-05,1
travel permit 30639,0,1,5.1424768518518515,3.472222222222222e-05,1
travel permit 30654,4,0,12.141701388888889,2.3148148148148147e-05,1
travel permit 30670,0,0,62.37413194444444,3.472222222222222e-05,1
travel permit 30675,2,0,-23.395115740740742,2.3148148148148147e-05,1
travel permit 30688,0,0,36.399907407407404,2.3148148148148147e-05,1
travel permit 30694,0,0,41.39804398148148,2.3148148148148147e-05,1
