case_id,fitness,missing_tokens,remaining_tokens,consumed_tokens,produced_tokens,is_fit
travel permit 66064,0.9655172413793104,1,1,29,29,False
travel permit 8498,0.96875,1,1,32,32,False
travel permit 7437,1.0,0,0,20,20,True
travel permit 6788,1.0,0,0,24,24,True
travel permit 65625,1.0,0,0,27,27,True
travel permit 43571,0.8444444444444444,7,7,45,45,False
travel permit 61812,0.9666666666666667,1,1,30,30,False
travel permit 8519,0.9310344827586207,2,2,29,29,False
travel permit 8535,1.0,0,0,24,24,True
travel permit 8548,1.0,0,0,24,24,True
travel permit 14447,1.0,0,0,24,24,True
travel permit 66109,1.0,0,0,24,24,True
travel permit 66746,1.0,0,0,24,24,True
travel permit 6801,0.9310344827586207,2,2,29,29,False
travel permit 65638,0.9655172413793104,1,1,29,29,False
travel permit 9892,1.0,0,0,24,24,True
travel permit 14166,0.962962962962963,1,1,27,27,False
travel permit 22000,0.9333333333333333,2,2,30,30,False
travel permit 7304,1.0,0,0,24,24,True
travel permit 30771,1.0,0,0,24,24,True
travel permit 22660,0.8611111111111112,5,5,36,36,False
travel permit 6579,1.0,0,0,29,29,True
travel permit 9904,1.0,0,0,24,24,True
travel permit 9184,0.9666666666666667,1,1,30,30,False
travel permit 66079,0.9142857142857143,3,3,35,35,False
travel permit 26838,1.0,0,0,24,24,True
travel permit 9218,1.0,0,0,24,24,True
travel permit 9231,0.9393939393939394,2,2,33,33,False
travel permit 41436,1.0,0,0,20,20,True
travel permit 2943,1.0,0,0,20,20,True
travel permit 15166,0.96,1,1,25,25,False
travel permit 22719,1.0,0,0,24,24,True
travel permit 55526,0.9655172413793104,1,1,29,29,False
travel permit 9916,0.9642857142857143,1,1,28,28,False
travel permit 6594,1.0,0,0,24,24,True
travel permit 22687,1.0,0,0,24,24,True
travel permit 14180,1.0,0,0,27,27,True
travel permit 7442,1.0,0,0,26,26,True
travel permit 9255,0.8780487804878049,5,5,41,41,False
travel permit 657,0.875,3,3,24,24,False
travel permit 9282,1.0,0,0,20,20,True
travel permit 22019,1.0,0,0,24,24,True
travel permit 14224,1.0,0,0,24,24,True
travel permit 22029,1.0,0,0,24,24,True
travel permit 6693,1.0,0,0,24,24,True
travel permit 7457,1.0,0,0,24,24,True
travel permit 7467,1.0,0,0,24,24,True
travel permit 6820,1.0,0,0,24,24,True
travel permit 30781,1.0,0,0,24,24,True
travel permit 26848,1.0,0,0,24,24,True
travel permit 6607,1.0,0,0,20,20,True
travel permit 6832,0.8333333333333334,7,7,42,42,False
travel permit 6275,0.9655172413793104,1,1,29,29,False
travel permit 7480,0.967741935483871,1,1,31,31,False
travel permit 22698,0.96875,1,1,32,32,False
travel permit 61832,1.0,0,0,24,24,True
travel permit 671,1.0,0,0,24,24,True
travel permit 22065,0.9,3,3,30,30,False
travel permit 61842,1.0,0,0,24,24,True
travel permit 55543,1.0,0,0,24,24,True
travel permit 6918,1.0,0,0,24,24,True
travel permit 64140,1.0,0,0,24,24,True
travel permit 2386,0.9565217391304348,1,1,23,23,False
travel permit 9287,1.0,0,0,24,24,True
travel permit 7507,1.0,0,0,26,26,True
travel permit 9299,1.0,0,0,24,24,True
travel permit 41442,1.0,0,0,24,24,True
travel permit 30791,1.0,0,0,24,24,True
travel permit 43606,1.0,0,0,27,27,True
travel permit 14237,1.0,0,0,24,24,True
travel permit 9310,0.9090909090909091,3,3,33,33,False
travel permit 7519,1.0,0,0,24,24,True
travel permit 682,1.0,0,0,24,24,True
travel permit 6705,1.0,0,0,29,29,True
travel permit 22084,1.0,0,0,24,24,True
travel permit 6295,1.0,0,0,24,24,True
travel permit 14249,1.0,0,0,24,24,True
travel permit 64034,1.0,0,0,27,27,True
travel permit 41454,1.0,0,0,27,27,True
travel permit 61852,1.0,0,0,16,16,True
travel permit 14262,1.0,0,0,16,16,True
travel permit 22094,1.0,0,0,16,16,True
travel permit 31223,0.85,6,6,40,40,False
travel permit 7531,0.9655172413793104,1,1,29,29,False
travel permit 6865,1.0,0,0,24,24,True
travel permit 65669,1.0,0,0,24,24,True
travel permit 26601,1.0,0,0,26,26,True
travel permit 9336,1.0,0,0,24,24,True
travel permit 9346,0.775,9,9,40,40,False
travel permit 30801,0.9642857142857143,1,1,28,28,False
travel permit 9380,0.96875,1,1,32,32,False
travel permit 7548,1.0,0,0,24,24,True
travel permit 22099,0.9655172413793104,1,1,29,29,False
travel permit 22731,1.0,0,0,24,24,True
travel permit 9398,1.0,0,0,24,24,True
travel permit 696,0.9310344827586207,2,2,29,29,False
travel permit 9408,1.0,0,0,24,24,True
travel permit 715,1.0,0,0,20,20,True
travel permit 41469,1.0,0,0,24,24,True
travel permit 23612,0.7556818181818181,1,4,8,11,False
travel permit 2893,0.92,2,2,25,25,False
travel permit 7317,1.0,0,0,18,18,True
travel permit 64049,0.9655172413793104,1,1,29,29,False
travel permit 720,0.9142857142857143,3,3,35,35,False
travel permit 747,1.0,0,0,24,24,True
travel permit 6720,1.0,0,0,24,24,True
travel permit 31311,1.0,0,0,24,24,True
travel permit 61858,1.0,0,0,24,24,True
travel permit 61908,1.0,0,0,24,24,True
travel permit 65737,1.0,0,0,24,24,True
travel permit 61870,0.8863636363636364,5,5,44,44,False
travel permit 759,1.0,0,0,24,24,True
travel permit 14267,1.0,0,0,20,20,True
travel permit 22116,1.0,0,0,24,24,True
travel permit 26858,0.8780487804878049,5,5,41,41,False
travel permit 6307,1.0,0,0,24,24,True
travel permit 65680,1.0,0,0,24,24,True
travel permit 31252,0.8717948717948718,5,5,39,39,False
travel permit 772,0.8333333333333334,7,7,42,42,False
travel permit 61898,1.0,0,0,24,24,True
travel permit 7569,0.9655172413793104,1,1,29,29,False
travel permit 6876,0.8888888888888888,4,4,36,36,False
travel permit 30836,1.0,0,0,20,20,True
travel permit 22126,0.9375,1,1,16,16,False
travel permit 26885,1.0,0,0,20,20,True
travel permit 805,0.9142857142857143,3,3,35,35,False
travel permit 827,0.9642857142857143,1,1,28,28,False
travel permit 14272,0.9655172413793104,1,1,29,29,False
travel permit 9420,1.0,0,0,20,20,True
travel permit 43619,0.9722222222222222,1,1,36,36,False
travel permit 65690,0.9,4,4,40,40,False
travel permit 9425,0.9166666666666666,2,2,24,24,False
travel permit 843,0.9142857142857143,3,3,35,35,False
travel permit 26891,1.0,0,0,24,24,True
travel permit 14289,1.0,0,0,24,24,True
travel permit 55555,0.9523809523809523,1,1,21,21,False
travel permit 863,0.7556818181818181,1,4,8,11,False
travel permit 869,1.0,0,0,24,24,True
travel permit 22398,0.9333333333333333,2,2,30,30,False
travel permit 881,0.9655172413793104,1,1,29,29,False
travel permit 6317,0.8378378378378378,6,6,37,37,False
travel permit 1325,1.0,0,0,29,29,True
travel permit 33158,0.9583333333333334,1,1,24,24,False
travel permit 6731,1.0,0,0,30,30,True
travel permit 897,0.9642857142857143,1,1,28,28,False
travel permit 6901,0.9655172413793104,1,1,29,29,False
travel permit 913,1.0,0,0,18,18,True
travel permit 6749,1.0,0,0,24,24,True
travel permit 1685,0.8717948717948718,5,5,39,39,False
travel permit 41481,1.0,0,0,20,20,True
travel permit 65714,1.0,0,0,24,24,True
travel permit 64064,1.0,0,0,24,24,True
travel permit 1714,1.0,0,0,20,20,True
travel permit 65724,0.9583333333333334,1,1,24,24,False
travel permit 1720,1.0,0,0,20,20,True
travel permit 14300,0.9655172413793104,1,1,29,29,False
travel permit 6930,0.8571428571428572,5,5,35,35,False
travel permit 14471,1.0,0,0,24,24,True
travel permit 66099,1.0,0,0,24,24,True
travel permit 31950,1.0,0,0,24,24,True
travel permit 31962,1.0,0,0,23,23,True
travel permit 6958,1.0,0,0,24,24,True
travel permit 9438,1.0,0,0,24,24,True
travel permit 6345,0.9310344827586207,2,2,29,29,False
travel permit 1742,1.0,0,0,24,24,True
travel permit 6968,0.7837837837837838,8,8,37,37,False
travel permit 7586,0.8611111111111112,5,5,36,36,False
travel permit 7325,0.9310344827586207,2,2,29,29,False
travel permit 7611,0.8297872340425532,8,8,47,47,False
travel permit 61918,0.9142857142857143,3,3,35,35,False
travel permit 1753,0.9142857142857143,3,3,35,35,False
travel permit 26903,1.0,0,0,20,20,True
travel permit 64074,1.0,0,0,24,24,True
travel permit 9448,1.0,0,0,27,27,True
travel permit 7642,1.0,0,0,20,20,True
travel permit 1778,1.0,0,0,24,24,True
travel permit 22742,1.0,0,0,27,27,True
travel permit 14481,0.9642857142857143,1,1,28,28,False
travel permit 14497,0.8666666666666667,4,4,30,30,False
travel permit 7340,1.0,0,0,27,27,True
travel permit 7353,1.0,0,0,24,24,True
travel permit 47395,1.0,0,0,24,24,True
travel permit 1790,0.9333333333333333,2,2,30,30,False
travel permit 31295,0.9655172413793104,1,1,29,29,False
travel permit 6361,1.0,0,0,24,24,True
travel permit 1154,1.0,0,0,24,24,True
travel permit 1167,0.9642857142857143,1,1,28,28,False
travel permit 7364,0.9655172413793104,1,1,29,29,False
travel permit 26909,0.9393939393939394,2,2,33,33,False
travel permit 7380,0.9583333333333334,1,1,24,24,False
travel permit 41486,0.9333333333333333,2,2,30,30,False
travel permit 22416,0.96875,1,1,32,32,False
travel permit 1810,0.9090909090909091,3,3,33,33,False
travel permit 41501,1.0,0,0,27,27,True
travel permit 64085,1.0,0,0,24,24,True
travel permit 2438,0.92,2,2,25,25,False
travel permit 7393,1.0,0,0,24,24,True
travel permit 65747,1.0,0,0,24,24,True
travel permit 7647,0.8545454545454545,8,8,55,55,False
travel permit 61938,1.0,0,0,24,24,True
travel permit 41514,1.0,0,0,20,20,True
travel permit 1182,1.0,0,0,24,24,True
travel permit 2451,1.0,0,0,26,26,True
travel permit 43643,1.0,0,0,27,27,True
travel permit 7404,1.0,0,0,26,26,True
travel permit 2462,0.9705882352941176,1,1,34,34,False
travel permit 1194,0.92,2,2,25,25,False
travel permit 26928,1.0,0,0,24,24,True
travel permit 2481,0.9655172413793104,1,1,29,29,False
travel permit 6373,0.9310344827586207,2,2,29,29,False
travel permit 66121,0.9,3,3,30,30,False
travel permit 43656,0.9310344827586207,2,2,29,29,False
travel permit 2501,0.890625,7,7,64,64,False
travel permit 8097,1.0,0,0,27,27,True
travel permit 1849,1.0,0,0,26,26,True
travel permit 66421,0.96,1,1,25,25,False
travel permit 1209,0.96875,1,1,32,32,False
travel permit 61951,0.9655172413793104,1,1,29,29,False
travel permit 1863,0.9655172413793104,1,1,29,29,False
travel permit 41519,1.0,0,0,24,24,True
travel permit 7415,1.0,0,0,24,24,True
travel permit 41529,1.0,0,0,24,24,True
travel permit 22757,0.9,3,3,30,30,False
travel permit 61966,1.0,0,0,24,24,True
travel permit 7697,1.0,0,0,24,24,True
travel permit 42042,1.0,0,0,24,24,True
travel permit 66431,0.9655172413793104,1,1,29,29,False
travel permit 14318,0.9302325581395349,3,3,43,43,False
travel permit 31323,1.0,0,0,24,24,True
travel permit 2552,1.0,0,0,16,16,True
travel permit 61976,1.0,0,0,24,24,True
travel permit 42052,1.0,0,0,24,24,True
travel permit 22437,1.0,0,0,24,24,True
travel permit 4730,1.0,0,0,24,24,True
travel permit 6392,1.0,0,0,24,24,True
travel permit 55267,1.0,0,0,20,20,True
travel permit 66447,0.8846153846153846,3,3,26,26,False
travel permit 2558,1.0,0,0,26,26,True
travel permit 1228,1.0,0,0,24,24,True
travel permit 42064,0.9142857142857143,3,3,35,35,False
travel permit 1239,1.0,0,0,24,24,True
travel permit 2570,0.9069767441860466,4,4,43,43,False
travel permit 55567,1.0,0,0,24,24,True
travel permit 1882,1.0,0,0,28,28,True
travel permit 4868,1.0,0,0,26,26,True
travel permit 8942,1.0,0,0,26,26,True
travel permit 31707,1.0,0,0,24,24,True
travel permit 63590,1.0,0,0,27,27,True
travel permit 66585,1.0,0,0,24,24,True
travel permit 8113,1.0,0,0,24,24,True
travel permit 55579,0.9142857142857143,3,3,35,35,False
travel permit 55601,1.0,0,0,26,26,True
travel permit 8124,1.0,0,0,24,24,True
travel permit 7426,1.0,0,0,24,24,True
travel permit 8134,0.8780487804878049,5,5,41,41,False
travel permit 1251,1.0,0,0,24,24,True
travel permit 43674,0.9210526315789473,3,3,38,38,False
travel permit 1896,1.0,0,0,24,24,True
travel permit 1908,1.0,0,0,24,24,True
travel permit 31334,1.0,0,0,24,24,True
travel permit 8161,1.0,0,0,30,30,True
travel permit 6403,1.0,0,0,20,20,True
travel permit 1273,1.0,0,0,24,24,True
travel permit 31346,0.9512195121951219,2,2,41,41,False
travel permit 2598,1.0,0,0,20,20,True
travel permit 1920,1.0,0,0,27,27,True
travel permit 42084,0.8378378378378378,6,6,37,37,False
travel permit 23596,1.0,0,0,27,27,True
travel permit 1937,0.9666666666666667,1,1,30,30,False
travel permit 30841,1.0,0,0,27,27,True
travel permit 1954,1.0,0,0,24,24,True
travel permit 31670,1.0,0,0,24,24,True
travel permit 66462,0.9375,2,2,32,32,False
travel permit 2605,1.0,0,0,24,24,True
travel permit 56310,1.0,0,0,18,18,True
travel permit 14513,1.0,0,0,20,20,True
travel permit 22776,0.6979166666666667,29,29,96,96,False
travel permit 42110,0.8857142857142857,4,4,35,35,False
travel permit 8178,1.0,0,0,27,27,True
travel permit 8194,1.0,0,0,26,26,True
travel permit 2697,0.9655172413793104,1,1,29,29,False
travel permit 1311,1.0,0,0,24,24,True
travel permit 7861,1.0,0,0,24,24,True
travel permit 7872,0.9655172413793104,1,1,29,29,False
travel permit 42609,1.0,0,0,24,24,True
travel permit 2717,0.9655172413793104,1,1,29,29,False
travel permit 61988,0.92,2,2,25,25,False
travel permit 14345,1.0,0,0,24,24,True
travel permit 1342,0.9166666666666666,3,3,36,36,False
travel permit 22859,1.0,0,0,27,27,True
travel permit 2615,1.0,0,0,24,24,True
travel permit 42131,1.0,0,0,20,20,True
travel permit 22872,0.92,2,2,25,25,False
travel permit 22887,1.0,0,0,24,24,True
travel permit 14376,1.0,0,0,24,24,True
travel permit 44703,1.0,0,0,24,24,True
travel permit 26938,1.0,0,0,24,24,True
travel permit 2732,0.9142857142857143,3,3,35,35,False
travel permit 56316,1.0,0,0,24,24,True
travel permit 6410,0.9655172413793104,1,1,29,29,False
travel permit 14520,1.0,0,0,24,24,True
travel permit 6425,1.0,0,0,24,24,True
travel permit 31682,1.0,0,0,27,27,True
travel permit 66141,1.0,0,0,24,24,True
travel permit 2754,1.0,0,0,24,24,True
travel permit 2764,1.0,0,0,24,24,True
travel permit 8207,1.0,0,0,27,27,True
travel permit 14531,1.0,0,0,20,20,True
travel permit 66734,0.9565217391304348,1,1,23,23,False
travel permit 7887,0.967741935483871,1,1,31,31,False
travel permit 2775,0.9142857142857143,3,3,35,35,False
travel permit 7903,0.9655172413793104,1,1,29,29,False
travel permit 30817,0.9655172413793104,1,1,29,29,False
travel permit 22447,0.9655172413793104,1,1,29,29,False
travel permit 66480,1.0,0,0,24,24,True
travel permit 2797,1.0,0,0,20,20,True
travel permit 56327,0.9655172413793104,1,1,29,29,False
travel permit 31695,1.0,0,0,28,28,True
travel permit 23617,0.9166666666666666,2,2,24,24,False
travel permit 1368,1.0,0,0,24,24,True
travel permit 8250,1.0,0,0,24,24,True
travel permit 66490,0.9523809523809523,1,1,21,21,False
travel permit 1380,1.0,0,0,20,20,True
travel permit 2628,1.0,0,0,24,24,True
travel permit 26949,1.0,0,0,24,24,True
travel permit 1386,1.0,0,0,24,24,True
travel permit 1397,0.9655172413793104,1,1,29,29,False
travel permit 2802,0.9655172413793104,1,1,29,29,False
travel permit 66498,1.0,0,0,29,29,True
travel permit 61998,1.0,0,0,24,24,True
travel permit 2819,1.0,0,0,23,23,True
travel permit 66511,1.0,0,0,24,24,True
travel permit 2830,0.96,1,1,25,25,False
travel permit 66756,1.0,0,0,27,27,True
travel permit 2845,1.0,0,0,24,24,True
travel permit 30854,0.967741935483871,1,1,31,31,False
travel permit 66521,1.0,0,0,24,24,True
travel permit 22467,1.0,0,0,27,27,True
travel permit 31385,1.0,0,0,24,24,True
travel permit 2855,1.0,0,0,26,26,True
travel permit 8262,1.0,0,0,20,20,True
travel permit 2870,1.0,0,0,26,26,True
travel permit 22483,1.0,0,0,24,24,True
travel permit 14369,1.0,0,0,16,16,True
travel permit 14864,1.0,0,0,23,23,True
travel permit 1415,0.9655172413793104,1,1,29,29,False
travel permit 2242,0.8666666666666667,4,4,30,30,False
travel permit 7919,0.9142857142857143,3,3,35,35,False
travel permit 7944,1.0,0,0,20,20,True
travel permit 22493,1.0,0,0,27,27,True
travel permit 23630,1.0,0,0,24,24,True
travel permit 2881,1.0,0,0,20,20,True
travel permit 2887,1.0,0,0,18,18,True
travel permit 2269,1.0,0,0,24,24,True
travel permit 8631,1.0,0,0,20,20,True
travel permit 11896,1.0,0,0,24,24,True
travel permit 23641,1.0,0,0,24,24,True
travel permit 7949,1.0,0,0,24,24,True
travel permit 2640,0.9642857142857143,1,1,28,28,False
travel permit 8091,1.0,0,0,20,20,True
travel permit 8268,1.0,0,0,23,23,True
travel permit 8279,1.0,0,0,24,24,True
travel permit 2412,1.0,0,0,23,23,True
travel permit 22509,1.0,0,0,24,24,True
travel permit 42137,0.7777777777777778,1,4,9,12,False
travel permit 2908,1.0,0,0,24,24,True
travel permit 66531,0.9142857142857143,3,3,35,35,False
travel permit 8289,1.0,0,0,20,20,True
travel permit 62008,0.9310344827586207,2,2,29,29,False
travel permit 2655,0.8292682926829268,7,7,41,41,False
travel permit 8295,1.0,0,0,20,20,True
travel permit 2919,1.0,0,0,20,20,True
travel permit 23653,1.0,0,0,26,26,True
travel permit 31719,1.0,0,0,24,24,True
travel permit 2258,1.0,0,0,24,24,True
travel permit 66553,1.0,0,0,24,24,True
travel permit 43699,0.8636363636363636,3,3,22,22,False
travel permit 7960,1.0,0,0,24,24,True
travel permit 2925,1.0,0,0,24,24,True
travel permit 26961,1.0,0,0,24,24,True
travel permit 2687,1.0,0,0,24,24,True
travel permit 64623,1.0,0,0,24,24,True
travel permit 71375,1.0,0,0,26,26,True
travel permit 23665,1.0,0,0,24,24,True
travel permit 31729,1.0,0,0,24,24,True
travel permit 3349,1.0,0,0,24,24,True
travel permit 4086,1.0,0,0,26,26,True
travel permit 9674,1.0,0,0,24,24,True
travel permit 23277,1.0,0,0,24,24,True
travel permit 31750,0.9459459459459459,2,2,37,37,False
travel permit 31791,0.9655172413793104,1,1,29,29,False
travel permit 31973,1.0,0,0,20,20,True
travel permit 31396,1.0,0,0,24,24,True
travel permit 66563,1.0,0,0,24,24,True
travel permit 31408,1.0,0,0,27,27,True
travel permit 3182,1.0,0,0,24,24,True
travel permit 7971,1.0,0,0,24,24,True
travel permit 62024,0.9655172413793104,1,1,29,29,False
travel permit 42143,0.9142857142857143,3,3,35,35,False
travel permit 64151,1.0,0,0,24,24,True
travel permit 7983,1.0,0,0,26,26,True
travel permit 26986,1.0,0,0,24,24,True
travel permit 7995,1.0,0,0,23,23,True
travel permit 3192,0.9393939393939394,2,2,33,33,False
travel permit 2937,1.0,0,0,20,20,True
travel permit 8006,0.805921052631579,2,5,16,19,False
travel permit 8016,0.6944444444444444,1,4,6,9,False
travel permit 14387,1.0,0,0,24,24,True
travel permit 2279,0.8611111111111112,5,5,36,36,False
travel permit 8018,0.9565217391304348,1,1,23,23,False
travel permit 3429,1.0,0,0,24,24,True
travel permit 6435,0.9655172413793104,1,1,29,29,False
travel permit 2306,0.9655172413793104,1,1,29,29,False
travel permit 8030,1.0,0,0,20,20,True
travel permit 23676,1.0,0,0,24,24,True
travel permit 23686,1.0,0,0,24,24,True
travel permit 4442,1.0,0,0,24,24,True
travel permit 5032,0.96,1,1,25,25,False
travel permit 5950,1.0,0,0,26,26,True
travel permit 8916,1.0,0,0,27,27,True
travel permit 9965,0.9230769230769231,2,2,26,26,False
travel permit 62039,0.9411764705882353,2,2,34,34,False
travel permit 42621,0.7894736842105263,8,8,38,38,False
travel permit 56352,1.0,0,0,24,24,True
travel permit 22519,0.8846153846153846,3,3,26,26,False
travel permit 66771,1.0,0,0,23,23,True
travel permit 3440,0.9655172413793104,1,1,29,29,False
travel permit 42163,1.0,0,0,24,24,True
travel permit 2327,0.9333333333333333,2,2,30,30,False
travel permit 6452,1.0,0,0,24,24,True
travel permit 64162,1.0,0,0,24,24,True
travel permit 6462,0.9142857142857143,3,3,35,35,False
travel permit 3457,0.9166666666666666,2,2,24,24,False
travel permit 14398,1.0,0,0,24,24,True
travel permit 31421,0.9655172413793104,1,1,29,29,False
travel permit 66573,1.0,0,0,26,26,True
travel permit 31740,1.0,0,0,24,24,True
travel permit 3470,1.0,0,0,20,20,True
travel permit 67622,1.0,0,0,24,24,True
travel permit 2349,0.92,2,2,25,25,False
travel permit 15126,0.9655172413793104,1,1,29,29,False
travel permit 64172,0.8536585365853658,6,6,41,41,False
travel permit 6484,0.8297872340425532,8,8,47,47,False
travel permit 14537,0.9655172413793104,1,1,29,29,False
travel permit 3477,0.9655172413793104,1,1,29,29,False
travel permit 2363,1.0,0,0,23,23,True
travel permit 14554,1.0,0,0,27,27,True
travel permit 8048,1.0,0,0,26,26,True
travel permit 6517,1.0,0,0,24,24,True
travel permit 8929,1.0,0,0,20,20,True
travel permit 6530,0.9583333333333334,1,1,24,24,False
travel permit 8934,1.0,0,0,20,20,True
travel permit 3496,1.0,0,0,24,24,True
travel permit 26971,0.9655172413793104,1,1,29,29,False
travel permit 2376,1.0,0,0,24,24,True
travel permit 3507,1.0,0,0,15,15,True
travel permit 3071,1.0,0,0,24,24,True
travel permit 3081,1.0,0,0,24,24,True
travel permit 3211,1.0,0,0,18,18,True
travel permit 55273,1.0,0,0,29,29,True
travel permit 3218,1.0,0,0,20,20,True
travel permit 3514,1.0,0,0,24,24,True
travel permit 3224,1.0,0,0,24,24,True
travel permit 8954,1.0,0,0,24,24,True
travel permit 62061,0.9090909090909091,3,3,33,33,False
travel permit 3091,0.7777777777777778,1,4,9,12,False
travel permit 3098,0.851063829787234,7,7,47,47,False
travel permit 42214,1.0,0,0,24,24,True
travel permit 8064,0.9583333333333334,1,1,24,24,False
travel permit 31436,1.0,0,0,24,24,True
travel permit 3524,0.962962962962963,1,1,27,27,False
travel permit 8964,1.0,0,0,26,26,True
travel permit 42224,1.0,0,0,24,24,True
travel permit 8077,0.9642857142857143,1,1,28,28,False
travel permit 22536,1.0,0,0,26,26,True
travel permit 8974,0.9655172413793104,1,1,29,29,False
travel permit 55287,0.9310344827586207,2,2,29,29,False
travel permit 3235,1.0,0,0,29,29,True
travel permit 31773,1.0,0,0,30,30,True
travel permit 31447,0.9655172413793104,1,1,29,29,False
travel permit 55307,1.0,0,0,24,24,True
travel permit 62727,0.9565217391304348,1,1,23,23,False
travel permit 42235,1.0,0,0,24,24,True
travel permit 3250,1.0,0,0,27,27,True
travel permit 3265,0.9642857142857143,1,1,28,28,False
travel permit 9527,0.9615384615384616,1,1,26,26,False
travel permit 64198,1.0,0,0,24,24,True
travel permit 64208,0.9142857142857143,3,3,35,35,False
travel permit 3540,1.0,0,0,20,20,True
travel permit 22546,0.9142857142857143,3,3,35,35,False
travel permit 8560,1.0,0,0,24,24,True
travel permit 8991,1.0,0,0,28,28,True
travel permit 3134,0.9655172413793104,1,1,29,29,False
travel permit 3152,1.0,0,0,27,27,True
travel permit 62739,0.9655172413793104,1,1,29,29,False
travel permit 9004,1.0,0,0,24,24,True
travel permit 8571,1.0,0,0,27,27,True
travel permit 3281,1.0,0,0,20,20,True
travel permit 22566,0.9655172413793104,1,1,29,29,False
travel permit 31828,0.9565217391304348,1,1,23,23,False
travel permit 3546,1.0,0,0,24,24,True
travel permit 3168,1.0,0,0,27,27,True
travel permit 42245,1.0,0,0,20,20,True
travel permit 31462,1.0,0,0,20,20,True
travel permit 31467,0.8705882352941177,1,4,17,20,False
travel permit 42251,1.0,0,0,20,20,True
travel permit 3983,1.0,0,0,24,24,True
travel permit 4432,1.0,0,0,24,24,True
travel permit 20314,0.9411764705882353,1,1,17,17,False
travel permit 62665,0.9375,1,1,16,16,False
travel permit 3557,0.8857142857142857,4,4,35,35,False
travel permit 3581,1.0,0,0,24,24,True
travel permit 43711,1.0,0,0,24,24,True
travel permit 56374,1.0,0,0,24,24,True
travel permit 3592,0.9655172413793104,1,1,29,29,False
travel permit 3613,1.0,0,0,24,24,True
travel permit 43721,0.962962962962963,1,1,27,27,False
travel permit 3625,1.0,0,0,24,24,True
travel permit 3637,1.0,0,0,24,24,True
travel permit 26998,0.9444444444444444,1,1,18,18,False
travel permit 9016,0.9655172413793104,1,1,29,29,False
travel permit 14570,1.0,0,0,24,24,True
travel permit 66632,1.0,0,0,24,24,True
travel permit 43738,1.0,0,0,20,20,True
travel permit 14580,1.0,0,0,30,30,True
travel permit 31477,1.0,0,0,30,30,True
travel permit 23179,0.7285714285714286,1,4,7,10,False
travel permit 3994,1.0,0,0,24,24,True
travel permit 4292,1.0,0,0,27,27,True
travel permit 56385,1.0,0,0,20,20,True
travel permit 4007,1.0,0,0,24,24,True
travel permit 42257,1.0,0,0,26,26,True
travel permit 8584,1.0,0,0,24,24,True
travel permit 5304,1.0,0,0,24,24,True
travel permit 8668,1.0,0,0,24,24,True
travel permit 23736,1.0,0,0,24,24,True
travel permit 8595,0.9166666666666666,2,2,24,24,False
travel permit 8606,1.0,0,0,24,24,True
travel permit 9033,1.0,0,0,24,24,True
travel permit 9043,1.0,0,0,23,23,True
travel permit 4308,1.0,0,0,18,18,True
travel permit 23189,0.9655172413793104,1,1,29,29,False
travel permit 67644,1.0,0,0,16,16,True
travel permit 8617,0.9642857142857143,1,1,28,28,False
travel permit 4313,1.0,0,0,24,24,True
travel permit 4019,0.8780487804878049,5,5,41,41,False
travel permit 9054,1.0,0,0,20,20,True
travel permit 40428,0.9310344827586207,2,2,29,29,False
travel permit 23711,0.967741935483871,1,1,31,31,False
travel permit 8636,0.9444444444444444,1,1,18,18,False
travel permit 23184,1.0,0,0,20,20,True
travel permit 62754,0.8947368421052632,2,2,19,19,False
travel permit 66642,0.8780487804878049,5,5,41,41,False
travel permit 64280,1.0,0,0,20,20,True
travel permit 31503,0.9655172413793104,1,1,29,29,False
travel permit 31521,0.96875,1,1,32,32,False
travel permit 4323,1.0,0,0,27,27,True
travel permit 9059,1.0,0,0,29,29,True
travel permit 27025,1.0,0,0,26,26,True
travel permit 8642,1.0,0,0,24,24,True
travel permit 8653,0.967741935483871,1,1,31,31,False
travel permit 31978,0.8536585365853658,6,6,41,41,False
travel permit 23205,0.9655172413793104,1,1,29,29,False
travel permit 42269,1.0,0,0,30,30,True
travel permit 9072,1.0,0,0,30,30,True
travel permit 4337,1.0,0,0,27,27,True
travel permit 4060,1.0,0,0,24,24,True
travel permit 56392,0.967741935483871,1,1,31,31,False
travel permit 4353,1.0,0,0,24,24,True
travel permit 62761,1.0,0,0,24,24,True
travel permit 9088,0.9583333333333334,1,1,24,24,False
travel permit 4071,1.0,0,0,27,27,True
travel permit 9101,0.96875,1,1,32,32,False
travel permit 66667,1.0,0,0,27,27,True
travel permit 3288,1.0,0,0,24,24,True
travel permit 8678,1.0,0,0,24,24,True
travel permit 31840,1.0,0,0,24,24,True
travel permit 3301,0.9655172413793104,1,1,29,29,False
travel permit 8690,1.0,0,0,20,20,True
travel permit 4096,1.0,0,0,24,24,True
travel permit 4106,1.0,0,0,23,23,True
travel permit 4117,1.0,0,0,24,24,True
travel permit 14596,1.0,0,0,24,24,True
travel permit 14606,0.972972972972973,1,1,37,37,False
travel permit 4127,0.9777777777777777,1,1,45,45,False
travel permit 8696,1.0,0,0,23,23,True
travel permit 31853,0.9655172413793104,1,1,29,29,False
travel permit 8707,1.0,0,0,24,24,True
travel permit 8739,1.0,0,0,24,24,True
travel permit 56407,0.9310344827586207,2,2,29,29,False
travel permit 66682,0.9142857142857143,3,3,35,35,False
travel permit 4364,0.9375,2,2,32,32,False
